Initial Global Dataset,Liquid (Glass) Composition - in Weight Percent,,,,,,,,,,,,,Clinopyroxene Compositions - in Weight Percent,,,,,,,,,,,,
Author - year - id,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,Cr2O3,P2O5,H2O,,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,Cr2O3,,P_GPa,T_K
"Sisson, T.W., Grove, T.L. (1993)-82-66+NaOH#1A",55.40,0.60,19.90,6.80,0.17,3.64,7.67,4.64,1.02,,0.25,6.20,,49.30,0.99,5.54,7.14,0.25,14.40,22.30,0.24,,0.09,,0.2,1238.15
"Sisson, T.W., Grove, T.L. (1993)-82-66+NaOH#2",54.80,0.62,20.10,6.58,0.16,3.32,7.63,5.56,0.94,,0.28,6.20,,49.40,1.08,5.82,6.35,0.13,14.40,23.00,0.34,,0.08,,0.2,1258.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-APD663",74.00,0.30,14.93,0.57,0.03,0.31,1.61,3.10,5.13,,,8.51,,53.55,0.43,12.06,2.15,,10.12,15.99,4.34,,,,3.2,1273.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-APD680",69.88,1.24,16.36,1.65,0.02,0.96,4.70,3.53,1.66,,,6.73,,54.78,0.03,8.57,2.12,,11.83,17.45,4.84,,,,3.2,1373.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-APD683",75.71,0.19,15.52,0.57,0.02,0.26,1.53,2.68,3.53,,,11.01,,52.63,0.50,13.24,2.54,,9.29,16.73,3.84,,,,2.7,1298.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-APD684",71.65,0.74,16.57,1.13,0.02,0.66,3.83,3.61,1.80,,,5.58,,48.62,0.66,19.01,2.94,,6.83,18.32,2.85,,,,2.7,1423.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-APD685",73.25,0.57,15.90,0.92,0.03,0.55,3.04,3.55,2.20,,,8.06,,50.89,0.77,14.52,2.12,,9.51,17.96,2.99,,,,2.7,1398.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-FCH9",73.66,0.41,16.16,0.73,0.01,0.55,3.01,3.29,2.18,,,11.78,,52.43,0.68,13.53,2.34,,9.51,17.23,3.41,,,,2.7,1373.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-KALB10",70.64,0.53,16.54,1.37,0.13,0.83,3.78,4.56,1.62,,,3.94,,50.97,0.78,12.11,3.22,,11.39,19.31,2.50,,,,2.1,1323.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-KALB12",70.49,0.79,17.31,0.99,0.04,0.93,4.09,4.24,1.12,,,2.43,,51.69,0.92,10.06,2.96,,11.08,20.48,2.53,,,,2.1,1373.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-KALB13",74.21,0.28,15.67,0.81,0.03,0.81,2.58,4.17,1.43,,,5.42,,52.37,0.43,5.30,3.38,,15.23,21.29,1.43,,,,1.5,1223.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-KALB17",66.37,0.62,18.11,3.20,0.02,1.48,4.83,4.44,0.92,,,5.58,,51.80,0.40,5.12,7.40,,14.07,19.90,0.83,,,,1,1223.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-KALB20",73.00,0.55,16.62,1.23,0.03,1.01,2.94,3.67,0.95,,,6.13,,52.39,0.46,6.42,3.85,,15.12,20.05,1.33,,,,1.5,1273.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-KALB22",73.25,0.31,16.63,0.76,0.02,0.39,2.03,3.42,3.20,,,6.32,,50.62,0.70,11.50,3.03,,10.87,19.04,3.89,,,,2.1,1248.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-KALB24",71.43,0.76,15.76,2.30,0.06,1.02,2.55,3.96,2.15,,,5.35,,52.31,0.14,5.85,5.01,,14.56,20.37,1.24,,,,1.5,1323.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-KALB30",70.53,0.57,17.48,2.23,0.06,0.94,4.09,3.16,0.95,,,8.79,,51.51,0.74,7.45,2.63,,13.99,22.19,1.49,,,,1,1173.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-KALB31",67.88,0.89,17.08,3.71,0.09,1.19,3.30,3.79,2.07,,,6.55,,51.20,0.87,4.05,8.50,,14.54,19.59,0.49,,,,1,1273.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-KALB33",70.97,0.71,17.05,1.15,0.03,1.08,4.08,3.84,1.08,,,5.22,,55.42,0.06,8.84,2.17,,11.94,17.91,4.30,,,,1.8,1323.15
"Skjerlie, K.P., Pati_o Douce, A.E. (2002)-KALB9",71.13,0.40,16.72,0.93,0.07,0.68,3.07,5.21,1.79,,,4.85,,52.45,0.91,8.86,3.60,,11.20,19.88,2.96,,,,2.1,1298.15
"Springer, W., Seck, H.A. (1997)-351100/1",61.49,1.27,20.21,5.44,0.15,0.81,6.72,2.62,1.14,0.03,,,,47.33,1.40,8.64,12.18,0.24,12.06,16.62,0.77,0.03,0.05,,1.5,1373.15
"Springer, W., Seck, H.A. (1997)-351115/5",58.32,2.90,16.10,7.01,0.30,3.68,6.93,3.35,1.11,0.02,,,,49.32,1.13,5.35,9.71,0.28,14.15,18.45,0.49,0.01,0.09,,0.5,1388.15
"Springer, W., Seck, H.A. (1997)-S370527",74.35,0.34,14.31,1.51,0.12,1.05,3.75,3.90,0.62,,,,,47.97,0.61,7.47,8.01,0.18,14.01,20.40,0.47,0.02,0.09,,0.5,1213.15
"Springer, W., Seck, H.A. (1997)-S371004",64.18,0.75,19.55,3.21,0.16,1.76,7.26,2.72,0.33,0.01,,,,48.54,0.65,9.05,6.39,0.19,14.60,19.82,0.53,0.01,0.19,,1,1273.15
"Springer, W., Seck, H.A. (1997)-S371205",66.99,0.53,17.92,2.70,0.08,1.57,4.98,4.85,0.29,0.03,,,,50.39,0.60,7.61,4.98,,14.81,19.64,1.07,,0.02,,1.2,1273.15
"Springer, W., Seck, H.A. (1997)-S371502",72.28,0.27,16.79,0.80,0.01,0.37,4.07,4.96,0.40,0.03,,,,50.64,0.60,8.26,5.22,0.12,13.46,19.13,1.14,0.01,0.16,,1.5,1173.15
"Springer, W., Seck, H.A. (1997)-S60518",70.95,0.54,13.85,1.87,0.20,1.75,5.23,4.35,1.19,0.02,,,,49.46,0.68,5.48,8.85,0.16,13.71,21.14,0.56,0.02,,,0.5,1213.15
"Springer, W., Seck, H.A. (1997)-S61006",71.35,0.28,16.09,1.78,0.10,0.60,5.56,3.53,0.64,0.02,,,,47.83,1.01,9.16,7.61,0.17,13.59,18.76,0.61,0.02,0.08,,1,1173.15
"Springer, W., Seck, H.A. (1997)-S61511",68.10,0.68,19.37,2.25,0.03,0.54,3.76,4.67,0.52,0.02,,,,48.14,1.37,9.06,8.37,0.13,11.45,20.25,0.97,0.01,0.05,,1.5,1273.15
"Stolper, E. (1977)-Jv14",49.39,0.70,13.07,17.35,0.57,6.41,10.47,0.53,,0.33,,,,53.33,0.21,0.99,18.52,0.68,23.18,2.18,0.03,,0.65,,0.0001,1444.15
"Stolper, E. (1977)-SC58",48.90,0.67,12.46,19.13,0.59,6.40,10.19,0.47,,0.32,,,,53.47,0.11,1.15,19.40,0.73,22.55,2.53,0.03,,0.73,,0.0001,1444.15
"Stolper, E. (1980)-519-11",45.71,2.43,12.81,18.17,0.23,5.92,9.60,2.51,0.29,,,,,50.29,0.92,6.23,9.97,0.21,15.45,16.64,0.51,,0.17,,1,1523.15
"Takagi, D., Sato, H., and Nakagawa, N. (2005)-64",57.07,0.74,16.44,6.39,0.18,4.18,8.16,1.98,0.32,,,4.50,,53.96,0.24,2.04,6.79,0.29,18.05,19.38,0.21,,,,0.2,1303.15
"Takahahshi, E., Nakajima, K., Wright, T.L. (1998)-29",51.50,1.90,15.30,11.80,0.10,6.60,9.50,2.40,0.80,,,,,52.30,0.60,4.70,10.30,0.30,20.10,11.20,0.50,,,,1.25,1523.15
"Takahahshi, E., Nakajima, K., Wright, T.L. (1998)-31",55.20,1.40,16.10,10.30,,4.30,8.30,3.40,1.00,,,,,51.50,0.70,6.60,10.80,0.20,15.40,13.60,1.10,0.10,,,1.5,1523.15
"Takahahshi, E., Nakajima, K., Wright, T.L. (1998)-35",57.10,2.00,17.50,7.30,0.10,3.60,8.10,3.30,1.10,,,,,49.70,1.00,11.60,8.60,0.20,13.80,14.50,1.10,,,,1.75,1548.15
"Takahahshi, E., Nakajima, K., Wright, T.L. (1998)-38",57.90,1.70,17.70,7.00,0.10,3.20,7.90,3.20,1.10,,,,,48.50,1.10,12.60,8.40,0.20,12.20,15.20,1.40,,,,2,1573.15
"Takahahshi, E., Nakajima, K., Wright, T.L. (1998)-39",54.50,1.70,17.90,8.20,0.10,4.60,9.10,3.00,0.80,,,,,49.70,1.00,12.50,6.80,0.20,13.60,16.10,1.20,,,,2,1598.15
"Takahahshi, E., Nakajima, K., Wright, T.L. (1998)-41",58.10,2.70,15.50,8.60,0.20,2.60,6.80,2.90,1.80,,,,,49.40,1.20,13.00,12.20,0.10,11.80,12.50,1.80,,,,2.25,1573.15
"Takahahshi, E., Nakajima, K., Wright, T.L. (1998)-42",53.00,1.90,17.80,10.20,0.10,4.70,8.50,3.10,0.80,,,,,48.90,0.80,12.30,8.50,0.10,13.10,15.40,1.20,,,,2.25,1598.15
"Takahahshi, E., Nakajima, K., Wright, T.L. (1998)-43",52.40,1.70,17.20,10.40,0.10,5.70,9.20,2.60,0.60,,,,,48.80,0.80,12.20,7.70,0.30,13.60,15.10,1.10,,,,2.25,1623.15
"Takahahshi, E., Nakajima, K., Wright, T.L. (1998)-49",60.20,2.30,15.40,6.50,0.10,2.90,8.30,2.90,1.30,,,,,52.00,1.00,12.60,6.70,0.10,10.00,15.20,2.90,,,,3,1673.15
"Takahahshi, E., Nakajima, K., Wright, T.L. (1998)-50",59.00,2.10,16.00,6.70,0.10,3.30,8.40,3.20,1.20,,,,,51.50,0.90,12.60,6.90,0.10,11.30,16.40,2.40,,,,3,1693.15
"Takahashi, E. (1980)-1",49.57,2.28,16.31,8.76,0.13,8.13,7.52,3.80,1.80,0.03,,,,53.67,0.48,4.48,8.77,0.21,25.72,5.43,0.41,,0.33,,1.4,1543.15
"Takahashi, E. (1980)-8",49.94,2.29,16.82,7.50,0.14,7.87,7.92,4.25,1.82,0.06,,,,49.54,1.13,8.16,5.66,0.16,17.84,15.00,0.80,0.01,,,1.4,1548.15
"Thy, P. (2006)-FG1-Ac EG-1",48.62,2.79,12.93,13.91,0.20,6.07,10.66,2.61,0.43,,0.28,,,50.48,0.87,3.38,8.68,0.19,16.09,20.01,0.24,,0.37,,0.0001,1434.15
"Thy, P. (2006)-FG1-Ac EG-2",48.07,4.03,12.04,15.89,0.28,4.81,9.61,2.35,0.69,,0.44,,,50.75,0.90,3.07,8.81,0.20,15.59,19.84,0.25,,0.26,,0.0001,1411.15
"Thy, P. (2006)-FG1-Ac EG-4",49.44,2.20,13.93,11.90,0.20,7.15,12.17,2.22,0.30,,0.20,,,52.03,0.72,2.43,8.14,0.18,16.60,19.32,0.26,,0.29,,0.0001,1452.15
"Thy, P. (2006)-FG1-Ac EG-5",49.88,1.69,14.57,10.89,0.27,7.99,12.64,2.24,0.25,,0.17,,,52.12,0.55,2.98,6.02,0.12,17.08,21.06,0.23,,0.68,,0.0001,1474.15
"Thy, P. (2006)-FG1-Am 40908",48.78,4.32,12.08,16.76,0.24,4.13,9.18,2.00,1.42,,0.36,,,51.51,1.26,2.81,12.78,0.24,14.39,18.01,0.20,,0.14,,0.0001,1470.15
"Thy, P. (2006)-FG1-Am 40939",48.63,3.91,12.19,16.54,0.21,4.21,9.49,2.05,1.36,,0.34,,,51.66,1.27,2.74,11.27,0.24,14.36,18.61,0.19,,0.20,,0.0001,1390.15
"Thy, P. (2006)-FG1-Am 40968",48.22,3.43,12.53,16.37,0.24,4.81,9.94,2.02,1.25,,0.32,,,50.83,1.21,3.17,10.77,0.27,14.48,18.56,0.22,,0.32,,0.0001,1399.15
"Thy, P. (2006)-FG1-Am 40999",48.13,3.22,12.72,15.59,0.20,5.06,10.25,2.02,1.20,,0.34,,,51.41,1.03,3.08,10.35,0.23,15.01,18.97,0.22,,0.29,,0.0001,1408.15
"Thy, P. (2006)-FG1-Am 41060",48.68,2.73,12.93,15.51,0.23,5.63,10.80,1.91,0.83,,0.25,,,51.09,0.94,3.61,9.94,0.24,15.95,18.82,0.23,,0.30,,0.0001,1417.15
"Thy, P. (2006)-FG1-Am 41121",48.13,2.63,13.01,14.48,0.24,5.95,11.12,1.92,0.83,,0.24,,,50.45,0.81,3.18,9.03,0.21,15.88,19.38,0.20,,0.41,,0.0001,1427.15
"Thy, P. (2006)-FG1-Am 41152",48.57,2.41,13.51,14.00,0.25,6.39,11.52,1.92,0.81,,0.21,,,50.60,0.87,3.44,8.43,0.16,15.54,19.69,0.23,,0.64,,0.0001,1436.15
"Thy, P. (2006)-FG1-Bc EG-1",47.67,3.01,12.47,14.51,0.25,5.81,10.65,2.56,0.45,,0.30,,,50.37,1.09,3.78,8.99,0.16,15.41,19.32,0.35,,0.26,,0.0001,1434.15
"Thy, P. (2006)-FG1-Bc EG-3",47.88,4.59,11.14,17.52,0.29,4.20,9.33,2.41,0.75,,0.58,,,50.83,1.14,1.93,14.08,0.31,14.86,16.27,0.23,,0.08,,0.0001,1389.15
"Thy, P. (2006)-FG1-Bm 40908",47.05,4.92,11.04,18.79,0.31,4.53,9.43,2.26,0.70,,0.49,,,51.34,0.90,1.95,12.95,0.29,14.44,17.20,0.23,,0.17,,0.0001,1379.15
"Thy, P. (2006)-FG1-Bm 40939",47.36,4.37,11.45,17.26,0.26,4.31,9.76,2.32,0.71,,0.43,,,50.70,1.16,2.33,11.61,0.28,14.72,18.28,0.24,,0.18,,0.0001,1390.15
"Thy, P. (2006)-FG1-Bm 40968",47.69,3.86,11.78,17.25,0.27,4.78,9.94,2.45,0.73,,0.31,,,50.26,1.16,2.77,11.53,0.24,15.00,17.95,0.23,,0.18,,0.0001,1399.15
"Thy, P. (2006)-FG1-Bm 40999",47.80,3.26,12.18,16.47,0.26,3.33,10.41,2.26,0.63,,0.29,,,51.12,0.91,2.49,10.30,0.24,15.54,18.79,0.23,,0.25,,0.0001,1408.15
"Thy, P. (2006)-FG1-Bm 41060",47.99,2.99,12.43,15.96,0.26,5.69,10.75,2.38,0.47,,0.27,,,50.69,0.80,2.89,9.56,0.24,16.09,18.26,0.26,,0.47,,0.0001,1417.15
"Thy, P. (2006)-FG1-Bm 41121",48.40,2.68,12.69,14.99,0.30,6.04,10.97,2.43,0.47,,0.22,,,50.34,0.92,3.53,8.80,0.20,16.02,18.24,0.26,,0.36,,0.0001,1427.15
"Thy, P. (2006)-FG1-Bm 41182",48.22,2.52,13.13,14.12,0.26,6.39,11.43,2.34,0.43,,0.24,,,50.57,0.96,3.68,8.38,0.22,16.10,19.17,0.25,,0.43,,0.0001,1436.15
"Thy, P. (2006)-FG1-Cc EG-2",47.47,4.21,11.84,15.84,0.23,5.19,9.88,2.46,0.44,,0.42,,,50.16,1.16,2.52,11.27,0.26,15.27,18.39,0.24,,0.25,,0.0001,1411.15
"Thy, P. (2006)-FG1-Cm 40939",46.17,4.50,11.79,18.66,0.28,4.66,9.58,2.48,0.61,,0.47,,,50.56,1.24,2.50,11.65,0.21,14.95,18.64,0.29,,0.23,,0.0001,1390.15
"Thy, P. (2006)-FG1-Cm 40968",46.78,4.14,12.06,18.07,0.26,5.06,9.87,2.57,0.58,,0.42,,,49.41,1.46,3.38,13.06,0.29,13.96,18.11,0.19,,0.18,,0.0001,1399.15
"Thy, P. (2006)-FG1-Cm 40999",47.59,3.87,12.52,17.40,0.25,5.40,10.06,2.52,0.56,,0.42,,,49.67,1.52,3.55,12.64,0.30,14.01,18.79,0.24,,0.22,,0.0001,1408.15
"Thy, P. (2006)-FG1-Cm 41060",47.68,3.11,12.94,15.87,0.23,5.81,10.44,2.37,0.45,,0.35,,,49.43,1.41,4.32,11.27,0.24,14.39,18.07,0.28,,0.21,,0.0001,1417.15
"Thy, P. (2006)-FG1-Cm 41639",46.97,5.13,11.07,19.49,0.32,4.37,9.77,2.19,0.63,,0.71,,,51.46,0.90,2.31,12.71,0.35,14.21,18.57,0.21,,0.41,,0.0001,1380.15
"Thy, P. (2006)-FG1-Dc 40908",48.45,5.17,11.33,16.91,0.28,4.49,9.02,2.55,0.67,,0.59,,,51.37,1.24,2.14,13.01,0.29,16.24,16.05,0.23,,0.24,,0.0001,1379.15
"Thy, P. (2006)-FG1-Dc 40939",48.18,5.20,11.56,16.64,0.22,4.78,9.40,2.54,0.58,,0.56,,,51.19,1.26,2.15,11.90,0.32,15.65,17.57,0.23,,0.28,,0.0001,1390.15
"Thy, P. (2006)-FG1-Dc EG-2",48.60,4.39,12.01,16.87,0.25,5.08,9.76,2.48,0.59,,0.36,,,50.19,1.01,2.89,10.13,0.22,15.10,19.59,0.30,,0.22,,0.0001,1411.15
"Thy, P., Lesher, C.E., and Fram, M.S. (2004)-11R4-10",51.01,3.43,12.20,15.04,0.26,5.06,9.85,2.70,0.24,,0.23,,,51.31,0.92,3.75,9.42,0.27,15.10,19.36,0.27,,0.25,,0.0001,1421.15
"Thy, P., Lesher, C.E., and Fram, M.S. (2004)-11R4-11",50.21,3.83,11.92,15.14,0.31,5.27,9.31,2.30,0.29,0.07,0.30,,,50.41,0.90,3.86,9.59,0.20,14.80,19.76,0.31,,0.23,,0.0001,1409.15
"Thy, P., Lesher, C.E., and Fram, M.S. (2004)-11R4-12",48.88,5.07,11.62,15.24,0.26,4.68,8.90,2.51,0.38,0.05,0.41,,,50.33,0.93,3.36,9.83,0.20,15.16,19.39,0.27,,0.19,,0.0001,1403.15
"Thy, P., Lesher, C.E., and Fram, M.S. (2004)-11R4-6",50.65,2.12,13.75,13.33,0.23,6.41,11.20,2.65,0.17,0.07,0.16,,,51.28,0.75,3.66,8.05,0.18,15.66,20.35,0.25,,0.51,,0.0001,1450.15
"Thy, P., Lesher, C.E., and Fram, M.S. (2004)-11R4-7",50.35,1.98,13.51,13.59,0.23,6.32,10.40,2.77,0.17,0.09,0.15,,,51.21,0.84,3.80,8.39,0.19,15.68,19.56,0.27,,0.34,,0.0001,1441.15
"Thy, P., Lesher, C.E., and Fram, M.S. (2004)-11R4-9",50.22,2.70,12.77,14.00,0.24,5.65,10.20,2.79,0.27,0.05,0.20,,,50.52,0.84,3.59,8.92,0.21,15.56,19.46,0.27,,0.30,,0.0001,1431.15
"Thy, P., Lesher, C.E., and Fram, M.S. (2004)-86R7-10",51.85,2.72,13.44,14.16,0.21,5.07,9.56,3.04,0.81,,0.32,,,51.38,0.72,2.21,8.88,0.21,16.50,19.56,0.30,,0.18,,0.0001,1421.15
"Thy, P., Lesher, C.E., and Fram, M.S. (2004)-86R7-11",52.02,2.67,12.98,14.13,0.25,5.06,9.34,2.65,0.74,,0.31,,,51.58,0.72,2.30,8.90,0.22,16.26,19.48,0.29,,0.14,,0.0001,1409.15
"Thy, P., Lesher, C.E., and Fram, M.S. (2004)-86R7-12",52.42,3.04,12.89,13.51,0.23,4.63,8.62,2.73,0.94,,0.40,,,51.13,0.86,2.01,9.63,0.23,16.09,19.26,0.27,,0.06,,0.0001,1403.15
"Thy, P., Lesher, C.E., and Fram, M.S. (2004)-86R7-6",50.80,1.57,14.23,11.82,0.25,6.53,11.23,2.85,0.48,,0.20,,,52.23,0.53,2.18,7.01,0.18,16.56,20.31,0.28,,0.56,,0.0001,1450.15
"Thy, P., Lesher, C.E., and Fram, M.S. (2004)-86R7-7",50.86,1.75,14.08,12.19,0.22,5.96,10.43,3.19,0.57,,0.18,,,52.18,0.61,2.47,7.62,0.20,16.29,18.97,0.28,,0.15,,0.0001,1441.15
"Thy, P., Lesher, C.E., and Fram, M.S. (2004)-86R7-8",51.52,3.83,12.62,14.42,0.23,3.76,7.72,2.48,1.34,,0.63,,,51.07,0.94,2.03,11.65,0.27,15.17,18.31,0.39,,,,0.0001,1384.15
"Thy, P., Lesher, C.E., and Fram, M.S. (2004)-86R7-9",50.88,2.36,13.64,13.57,0.20,5.47,9.94,3.05,0.67,,0.25,,,51.38,0.56,2.34,7.64,0.16,16.04,20.23,0.29,,0.38,,0.0001,1431.15
"Toplis, M.J., Carroll, M.C. (1995)-Fe 23",48.40,4.40,12.12,14.87,,4.93,10.80,2.66,0.59,,,,,50.62,2.19,4.01,8.69,,13.70,20.89,0.29,0.01,,,0.0001,1399.15
"Toplis, M.J., Carroll, M.C. (1995)-Fe 25",48.07,5.16,11.23,16.33,,4.27,9.93,2.78,0.62,,,,,50.41,2.57,3.48,10.21,,13.16,20.36,0.30,,,,0.0001,1383.15
"Toplis, M.J., Carroll, M.C. (1995)-Fe 35",48.60,4.35,11.82,15.06,,5.03,10.60,2.63,0.47,,,,,51.50,1.60,3.50,9.20,,14.30,20.50,0.28,,,,0.0001,1398.15
"Toplis, M.J., Carroll, M.C. (1995)-Fe 37",49.00,4.10,11.82,15.18,,5.18,10.90,2.60,0.47,,,,,51.42,1.48,3.33,9.15,,14.32,20.47,0.28,,,,0.0001,1398.15
"Toplis, M.J., Carroll, M.C. (1995)-Fe 39",49.00,4.62,11.68,15.74,,4.69,9.71,2.79,0.58,,,,,51.20,1.70,3.20,9.80,,14.10,20.10,0.28,,,,0.0001,1388.15
"Toplis, M.J., Carroll, M.C. (1995)-Fe 42",48.70,5.10,11.15,16.30,,4.23,9.30,2.90,0.57,,,,,50.30,1.98,2.81,10.79,,13.68,19.65,0.28,,,,0.0001,1378.15
"Toplis, M.J., Carroll, M.C. (1995)-Fe 44R",48.30,4.45,11.58,16.03,,4.71,8.80,2.73,0.53,,,,,51.50,1.40,2.60,10.30,,14.49,19.51,0.27,,,,0.0001,1388.15
"Toplis, M.J., Carroll, M.C. (1995)-Fe 79",48.17,4.20,11.80,15.73,,5.17,10.56,2.57,0.55,,,,,49.71,1.96,3.73,10.94,,14.23,19.75,0.32,,,,0.0001,1403.15
"Tormey, D.R., Grove, T.L., Bryan, W.B. (1987)-AII-78-3-102 24",51.30,2.21,13.10,11.80,0.22,6.82,11.10,3.27,0.19,0.03,0.22,,,52.70,0.64,2.20,6.65,0.16,16.90,20.20,0.27,,0.68,,0.0001,1436.15
"Tormey, D.R., Grove, T.L., Bryan, W.B. (1987)-AII-78-3-102 4",48.80,2.22,13.80,12.50,0.26,6.35,11.30,3.74,0.19,0.06,,,,51.70,0.80,2.95,7.21,0.15,16.30,20.30,0.32,,0.68,,0.0001,1434.15
"Tormey, D.R., Grove, T.L., Bryan, W.B. (1987)-AII-96-18-1 15",50.90,2.62,12.50,13.10,0.25,6.01,10.40,2.97,0.18,0.03,0.24,,,52.10,0.73,2.20,7.20,0.20,17.00,19.50,0.24,,0.35,,0.0001,1426.15
"Tormey, D.R., Grove, T.L., Bryan, W.B. (1987)-AII-96-18-1 4",50.40,2.15,13.50,11.20,0.24,6.73,11.10,3.27,0.17,0.02,,,,51.50,0.69,2.61,6.23,0.18,16.90,20.30,0.29,,0.70,,0.0001,1444.15
"Tormey, D.R., Grove, T.L., Bryan, W.B. (1987)-AII-96-18-1 5",50.20,2.71,13.00,12.60,0.39,6.17,10.30,3.50,0.22,0.03,,,,51.50,0.92,3.00,7.56,0.23,16.00,19.60,0.34,,0.37,,0.0001,1425.15
"Tormey, D.R., Grove, T.L., Bryan, W.B. (1987)-AII96-18-1 3",51.30,2.14,17.60,10.30,0.20,4.78,9.24,3.99,0.22,,0.21,,,49.70,1.08,5.10,5.33,0.06,14.40,23.00,0.49,,0.14,,0.02,1448.15
"Tormey, D.R., Grove, T.L., Bryan, W.B. (1987)-AII96-6-42 3",52.20,2.38,16.40,10.30,0.10,4.50,9.02,4.17,0.57,,0.38,,,50.70,1.05,4.62,5.89,0.11,14.10,21.90,0.52,,0.22,,0.02,1463.15
"Tsuruta, K., Takahashi, E. (1998)-",52.81,1.50,13.86,7.31,0.13,5.43,9.09,2.63,1.80,0.05,0.30,,,49.17,1.01,3.27,7.21,0.19,15.86,19.87,0.20,0.02,0.21,,0.0001,1398.15
"Tsuruta, K., Takahashi, E. (1998)-P174",55.00,1.38,15.39,7.56,0.13,4.82,7.77,3.12,1.69,0.02,0.33,,,49.90,0.92,7.34,7.63,0.21,17.03,13.07,0.65,0.01,0.28,,1,1548.15
"Tsuruta, K., Takahashi, E. (1998)-P182",56.22,1.51,14.71,7.87,0.12,5.48,7.66,2.93,1.80,0.04,0.35,,,51.17,0.49,10.21,6.37,0.17,13.21,13.33,2.40,0.04,0.22,,3,1773.15
"Tsuruta, K., Takahashi, E. (1998)-P194",68.48,1.54,15.01,2.23,0.03,0.69,2.37,2.37,2.73,0.02,,,,50.96,1.47,15.58,5.91,0.01,7.51,13.71,4.74,0.01,0.04,,3,1473.15
"Ulmer, P., and Sweeny, R.J. (2002)-474",26.19,2.00,6.28,5.73,0.20,13.84,13.17,1.94,7.71,0.16,,,,52.85,0.53,3.71,4.86,0.17,18.72,17.43,0.94,0.18,0.64,,2.5,1523.15
"Villiger, S., Ulmer, P., Muntener, O., and Thompson, A.B. (2004)-SV13",48.17,0.67,15.91,7.13,0.16,11.33,12.67,1.66,0.08,0.19,,,,52.57,0.26,4.98,4.05,0.15,19.62,18.09,0.32,0.01,1.26,,1,1513.15
"Villiger, S., Ulmer, P., Muntener, O., and Thompson, A.B. (2004)-SV15",47.15,0.65,17.76,7.59,0.22,9.79,11.48,2.05,0.09,0.09,,,,52.04,0.41,5.96,4.95,0.17,18.95,17.47,0.42,0.01,0.54,,1,1483.15
"Villiger, S., Ulmer, P., Muntener, O., and Thompson, A.B. (2004)-SV24",51.74,0.81,19.45,7.02,0.14,5.10,8.72,3.13,0.19,0.02,,,,49.76,0.62,8.05,5.95,0.19,15.74,19.20,0.51,0.01,0.51,,1,1363.15
"Villiger, S., Ulmer, P., Muntener, O., and Thompson, A.B. (2004)-SV25",50.19,0.76,18.88,7.17,0.20,5.96,9.35,2.89,0.17,0.02,,,,50.55,0.49,8.13,5.44,0.18,16.31,19.29,0.52,0.01,0.49,,1,1393.15
"Villiger, S., Ulmer, P., Muntener, O., and Thompson, A.B. (2004)-SV27",49.81,0.72,18.53,7.30,0.13,8.54,10.73,2.18,0.12,0.08,,,,51.34,0.30,7.10,4.89,0.14,17.89,17.87,0.44,0.01,1.00,,1,1453.15
"Villiger, S., Ulmer, P., Muntener, O., and Thompson, A.B. (2004)-SV28",49.77,0.78,19.36,7.13,0.17,7.38,10.31,2.55,0.15,0.03,,,,50.47,0.41,7.69,5.14,0.16,16.95,19.04,0.47,0.01,0.46,,1,1423.15
"Villiger, S., Ulmer, P., Muntener, O., and Thompson, A.B. (2004)-SV49",48.73,0.57,14.26,6.57,0.15,11.95,11.87,1.76,0.10,0.24,,,,52.38,0.21,5.39,4.18,0.12,20.15,16.94,0.35,0.01,1.23,,1,1543.15
"Villiger, S., Ulmer, P., Muntener, O., and Thompson, A.B. (2004)-SV53",50.64,0.71,16.73,7.66,0.15,8.72,11.13,2.30,0.14,0.04,,,,52.70,0.23,5.99,5.64,0.15,19.19,15.19,0.45,0.02,0.60,,1,1513.15
"Villiger, S., Ulmer, P., Muntener, O., and Thompson, A.B. (2004)-SV54",51.64,0.88,17.27,8.40,0.13,6.88,10.26,2.82,0.20,0.01,,,,52.04,0.46,6.26,7.56,0.17,16.33,17.15,0.57,0.01,0.17,,1,1483.15
